judul,foto,penulis,porsi,bahan,langkah,durasi,url,tag
Telur Balado Bumbu Instan,https://img-global.cpcdn.com/recipes/5c7d5fdbfbfc555f/1280x1280sq70/telur-balado-bumbu-instan-foto-resep-utama.jpg,Anggraita,4 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '8 Butir', 'bahan': 'Telur Ayam'}, {'grup': 'Bahan Utama', 'jumlah': '1 Sachet', 'bahan': 'Bumbu Balado Instan'}, {'grup': 'Bahan Utama', 'jumlah': '12', 'bahan': Gula Merah'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Kaldu Jamur'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Bawang Goreng Untuk Topping'}, {'grup': 'Bahan Utama', 'jumlah': '7 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Tomat'}]","['Panaskan minyak, tumis bumbu halus hingga berubah warna', 'Masukkan bumbu balado instan aduk rata hingga setengah menyusut, bumbui dengan gula merah dan garam periksa rasa', 'Tambahkan telur dan aduk rata kembali sampai bumbu tercampur dan menyatu dengan baik', 'Tempatkan dipiring lalu beri taburan bawang merah dan siap disajikan', 'Selamat mencoba']",Tidak ada,https://cookpad.com/id/resep/24737993-telur-balado-bumbu-instan,"['telur', 'balado', 'instan']"
Mie Instan Carbonara,https://img-global.cpcdn.com/recipes/e17917f819b4f2dd/1280x1280sq70/mie-instan-carbonara-foto-resep-utama.jpg,Mama Nia,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Mie Instan'}, {'grup': 'Bahan Utama', 'jumlah': '150 mL', 'bahan': 'Susu Uht'}, {'grup': 'Bahan Utama', 'jumlah': '30 gr', 'bahan': 'Keju Parut'}, {'grup': 'Bahan Utama', 'jumlah': '30 gr', 'bahan': 'Dada Fillet'}, {'grup': 'Bahan Utama', 'jumlah': '2 Butir', 'bahan': 'Bakso'}, {'grup': 'Bahan Utama', 'jumlah': '1 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Utama', 'jumlah': '14 sdt', 'bahan': 'Lada Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Terigu'}]","['Siapkan semua bahan, rebus mie kemudian tiriskan', 'Lelehkan margarin,tumis bawang putih sampai harum', 'Masukan ayam dan bakso, masak hingga ayam berubah warna dan matang', 'Tambahkan susu, 12 bumbu mie instan, kaldu jamur dan lada bubuk masak hingga meletup', 'Tambahkan parutan keju, aduk rata', 'Masukan larutan terigu kemudian masak kembali hingga mengental dan meletup', 'Masukan mie, aduk rata', 'Tata dipiring saji, beri toping keju dan origano sajikan']",20 Menit,https://cookpad.com/id/resep/24753307-mie-instan-carbonara,"['mie', 'instan', 'ayam']"
Pizza mie instan,https://img-global.cpcdn.com/recipes/1343b954ae5ac7fb/1280x1280sq70/pizza-mie-instan-foto-resep-utama.jpg,Erni dwip,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Mie Instan Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '14 sdt', 'bahan': 'Garam'}]","['Masak mie instan goreng seperti biasa (mie agak saya hancurkan)', 'Campur mie dengan telur dan garam, aduk rata dan goreng hingga matang', 'Siap disajikan']",10 Menit,https://cookpad.com/id/resep/24698440-pizza-mie-instan,"['mie', 'instan', 'pizza']"
Mie goreng instan,https://img-global.cpcdn.com/recipes/43325b97d85b08ae/1280x1280sq70/mie-goreng-instan-foto-resep-utama.jpg,Niken Kurniani,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Mie Instan Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '2 Bonggol', 'bahan': 'Sawi'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}]","['Rebus sayuran dan mie,sisihkan', 'Panaskan minyak cepolok telur dan orakarik setelah matang sisihkan', 'Panaskan minyak, tumis bumbu dari mie instan sebentar lalu matikan kompor', 'Masukkan sayur,mie instan dan telur orakarik kedalam wajan', 'Tambahkan sedikit air lalu adukaduk sampai bumbu tercampur rata', 'Hidupkan kompor,masak dengan api kecil masak sampai air menyusut dan mengering sambil diadukaduk agar tidak lengket']",Tidak ada,https://cookpad.com/id/resep/24735352-mie-goreng-instan,"['mie', 'instan', 'sisihkan']"
Sempol Mie Instan,https://img-global.cpcdn.com/recipes/6c3b5ed24b7352b0/1280x1280sq70/sempol-mie-instan-foto-resep-utama.jpg,Fitzaki Kitchen,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '2 Bungkus', 'bahan': 'Mie Instan'}, {'grup': 'Bahan Utama', 'jumlah': '2 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '2 Batang', 'bahan': 'Daun Bawang'}, {'grup': 'Bahan Utama', 'jumlah': '1 Sendok', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': '1 Sendok Teh', 'bahan': 'Lada Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Bawang Putih Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '3 sdm', 'bahan': 'Saus Tomat'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdm', 'bahan': 'Saus Sambal'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Air Panas'}]","['Rebus mie instan hingga matang, angkat dan tiriskan,lalu potong menjadi pendek pendek', 'Tambahkan daun bawang,telur, lada bubuk, garam, kaldu ayam dan bumbu mie instan tanpa minyak dan tambahkan tepung terigu,tepung tapioka dan air aduk hingga tercampur merata', 'Oles tangan dengan sedikit minyak goreng, ambil satu sendok makan penuh atau secukupnya sesuai selera bentuk besar adonan sempol,kepalkepal adonan dan sematkan tusuk sate,lakukan sampai selesai', 'Siapkan wadahmasukkan telur, garam dan kaldu ayam kocok lepas, celupkan sempol ke kocokan telur lalu goreng di minyak yang sudah di panaskan terlebih dahulu, goreng sampai kuning kecoklatan hingga selesai', 'Sajikan']",Tidak ada,https://cookpad.com/id/resep/24739382-sempol-mie-instan,"['sempol', 'mie', 'instan']"
Seblak Mie Instan Praktis,https://img-global.cpcdn.com/recipes/65d77d683445ebe8/1280x1280sq70/seblak-mie-instan-praktis-foto-resep-utama.jpg,Arumia,3 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '3 Bungkus', 'bahan': 'Mie Instan Kuah'}, {'grup': 'Bahan Utama', 'jumlah': '3 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '1 Genggam', 'bahan': 'Jamur Kuping'}, {'grup': 'Bahan Utama', 'jumlah': '1 Plastik', 'bahan': 'Jamur Enoki'}, {'grup': 'Bahan Utama', 'jumlah': '800 mL', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Minyak Goreng Untuk Menumis'}, {'grup': 'Bumbu Halus', 'jumlah': '3 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bumbu Halus', 'jumlah': '6 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bumbu Halus', 'jumlah': '23 Ruas', 'bahan': 'Kencur'}, {'grup': 'Bumbu Halus', 'jumlah': '10 Buah', 'bahan': 'Cabai Rawit'}, {'grup': 'Bumbu Halus', 'jumlah': '3 Buah', 'bahan': 'Cabai Merah'}]","['Siapkan bahan', 'Jamur kuping rendam didalam air panas hingga mengembang cuci bersih dan iris jamur enoki buang akarnya, cuci bersih dan tiriskan', 'Haluskan semua bumbu halus', 'Panaskan secukupnya minyak tumis bumbu halus hingga harum dan tanak tambahkan air aduk rata dan biarkan hingga mendidih', 'Jika sudah mendidih masukkan mie dan telur tunggu beberapa saat lalu adukaduk agar telur terorakarik', 'Masukkan bumbu dan minyak mie instan tambahkan jamur kuping dan enoki aduk rata dan periksa rasa masak hingga matang', 'Angkat dan sajikan nikmati selagi hangat']",45 Menit,https://cookpad.com/id/resep/24742574-seblak-mie-instan-praktis,"['mie', 'jamur', 'instan']"
Gulai Ayam Daun Singkong Bumbu Instan,https://img-global.cpcdn.com/recipes/a79457e5a1d0fc7b/1280x1280sq70/gulai-ayam-daun-singkong-bumbu-instan-foto-resep-utama.jpg,Anggraita,4 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Ekor', 'bahan': 'Ayam'}, {'grup': 'Bahan Utama', 'jumlah': '1 Ikat', 'bahan': 'Daun Singkong'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Bumbu Instan Gulai'}, {'grup': 'Bahan Utama', 'jumlah': '7 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bahan Utama', 'jumlah': '1 Batang', 'bahan': 'Sereh Geprek'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Daun Salam'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Daun Jeruk'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Kaldu Jamur'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Gula Pasir'}, {'grup': 'Bahan Utama', 'jumlah': '65 mL', 'bahan': 'Santan Instan'}, {'grup': 'Bahan Utama', 'jumlah': '500 mL', 'bahan': 'Air'}]","['Panaskan minyak, tumis bwng merah, sereh, daun salam dan daun jeruk hingga harum', 'Masukkan ayam tumis hingga ayam berubah warna atau sedikit kecoklatan', 'Tambahkan bumbu instan gulai yang sudah dicampur dengan air, aduk rata tutup dan biarkan air menyusut setengah nya sambil sesekali diaduk supaya bumbu meresap rata ya', 'Setelah kuah menyusut tambahkan air 500ml dan beri garam, kaldu jamur serta gula aduk rata', 'Terakhr masukkan daun singkong aduk kembali hingga daun singkong menyatu dengan ayam dan kuah bumbu hingga mendidih kembali', 'Terakhr periksa rasa dan matikan api, lalu sajikan dan siap disantap', 'Selamat mencoba']",Tidak ada,https://cookpad.com/id/resep/24757876-gulai-ayam-daun-singkong-bumbu-instan,"['daun', 'ayam', 'singkong']"
Tempe Goreng Tepung Instan,https://img-global.cpcdn.com/recipes/2c8f5dcf37bce842/1280x1280sq70/tempe-goreng-tepung-instan-foto-resep-utama.jpg,wiwik hendRiani,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '14 Papan', 'bahan': 'Tempe'}, {'grup': 'Bahan Utama', 'jumlah': '3 sdm', 'bahan': 'Tepung Bumbu Instan'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Air'}]","['Iris tipistipis tempe', 'Larutkan tepung dengan air, konsistensi adonan tidak terlalu kental dan tidak terlalu encer', 'Celupkan tempe kedalam larutan tepung satu per satu', 'Panaskan minyak, goreng tempe hingga matang disemua sisi angkat dan tirikan', 'Nikmati tempe selagi hangat selamat mencoba']",15 Menit,https://cookpad.com/id/resep/24780528-tempe-goreng-tepung-instan,"['tempe', 'tepung', 'instan']"
Mie Instant Curry Susu,https://img-global.cpcdn.com/recipes/548ebaf4acab50f3/1280x1280sq70/mie-instant-curry-susu-foto-resep-utama.jpg,Ummu Isa,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1', 'bahan': 'Mie Rasa Kari'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Sayuran'}, {'grup': 'Bahan Utama', 'jumlah': '15 sdm', 'bahan': 'Susu Bubuk'}]","['Masak mie sesuai petunjuk masukan timun nya juga', 'Masak telur (sy terpisah)', 'Tuang susu bubuk ke mangkok beri sedikit air panas aduk rata tuang bumbu mie instan lalu mie aduk merata', 'Beri topping telur dan wortel jagung (matang) sajikan']",7 Menit,https://cookpad.com/id/resep/24781835-mie-instant-curry-susu,"['mie', 'susu', 'telur']"
Sponge Cake (Pondan Instan),https://img-global.cpcdn.com/recipes/9e940b9e010ed149/1280x1280sq70/sponge-cake-pondan-instan-foto-resep-utama.jpg,👨🏻‍🍳Dawian's Kitchen👩🏻‍🍳,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Pouch Sponge Cake Merk Pondan'}, {'grup': 'Bahan Utama', 'jumlah': '3 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '75 gr', 'bahan': 'Mentega Cair'}]","['Siapkan wadah, pecahkan telur dan kocok sampai mengembang', 'Tambahkan sedikit demi sedikit bubuk sponge cake pondan, kocok kembali sampai mengembang', 'Tambahkan mentega yang sudah di lelehkan, aduk hingga rata', 'Olesi wadah magic com dengan mentega, masukkan adonan ke dalam wadah magic com siap panggang menggunakan magic com dengan pilih menu cake, otomatis akan di panggang selama 40 menit', 'Sudah matang, sponge cake siap di santap']",Tidak ada,https://cookpad.com/id/resep/24750576-sponge-cake-pondan-instan,"['cake', 'sponge', 'wadah']"
Pancake Instant,https://img-global.cpcdn.com/recipes/64a4966fe9ead5fa/1280x1280sq70/pancake-instant-foto-resep-utama.jpg,Bunda TitanQue,10 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '200 gr', 'bahan': 'Tepung Pancake Instan'}, {'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '150 mL', 'bahan': 'Susu Cair'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Topping Gula Donat'}]","['Bismillah siapkan bahanbahan yang akan digunakan', 'Masukkan semua bahan ke dalam mangkuk aduk dengan whisk sampai licin', 'Panaskan teflon, tuang 1 sendok sayuran adonan setelah bawahnya kecoklatan, balik agar matang merata', 'Sajikan dengan topping sesuai selera']",45 Menit,https://cookpad.com/id/resep/24635557-pancake-instant,"['pancake', 'instant', 'bismillah']"
Tahu Bakwan Dengan Tepung Instan,https://img-global.cpcdn.com/recipes/1d7e96ea56bf90fa/1280x1280sq70/tahu-bakwan-dengan-tepung-instan-foto-resep-utama.jpg,farida Sulthan  🇮🇩  (IG.  Malika02782),10 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '10 Buah', 'bahan': 'Tahu Putih'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': 'Segenggam', 'bahan': 'Tauge'}, {'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Wortel'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Tepung Instan'}, {'grup': 'Bahan Utama', 'jumlah': '1 Batang', 'bahan': 'Bawang Prei'}]","['Goreng tahu hingga berkulit, sisihkan', 'Masukkan tepung kedalam mangkuk, tambahkan bawang prei, kaldu bubuk dan telur, beri air sedikit aduk rata masukkan wortel dan tauge,aduk', 'Belah tahu tanpa putus, masukkan sayuran penuh panaskan minyak, goreng tahu hingga matang angkat tiriskan', 'Sajikan']",Tidak ada,https://cookpad.com/id/resep/24753776-tahu-bakwan-dengan-tepung-instan,"['tepung', 'bakwan', 'instan']"
Mie Kriuk (Mie Goreng Instan),https://img-global.cpcdn.com/recipes/5184956fc08f12ba/1280x1280sq70/mie-kriuk-mie-goreng-instan-foto-resep-utama.jpg,ER's Kitchen Shorts,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Mie Goreng Instan'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Tepung Maizena'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Minyak Untuk Menggoreng'}]","['Siapkan bahan', 'Remas mie', 'Rebus air hingga mendidihmatikan komporrendam mie sebentar setengah matang sekadar mengembang sajatiris akan mie', 'Masukkan semua bumbu kedalam wadahmasukan mie aduk rata', 'Tambahkan tepung maizena secukupnya untuk perekat bumbu dan mie', 'Matikan komporangkat mie kriuktiriskanambil wadah saji sajikan selamat mencoba iya']",10 Menit,https://cookpad.com/id/resep/24741580-mie-kriuk-mie-goreng-instan,"['mie', 'kriuk', 'instan']"
798. Mie Goreng Jawa Pedas dengan Mie Instan,https://img-global.cpcdn.com/recipes/fff2df2f7d57e4e2/1280x1280sq70/798-mie-goreng-jawa-pedas-dengan-mie-instan-foto-resep-utama.jpg,Eni henie,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Mie Instan Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bonggol', 'bahan': 'Sosin'}, {'grup': 'Bahan Utama', 'jumlah': '2 Lembar', 'bahan': 'Kol'}, {'grup': 'Bahan Utama', 'jumlah': '1 Batang', 'bahan': 'Daun Bawang'}, {'grup': 'Bahan Utama', 'jumlah': '1 Batang', 'bahan': 'Seledri'}, {'grup': 'Bahan Utama', 'jumlah': '3 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bahan Utama', 'jumlah': '2 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Utama', 'jumlah': '2 Biji', 'bahan': 'Cabai Rawit Merah'}, {'grup': 'Bahan Utama', 'jumlah': '12 Butir', 'bahan': 'Tomat'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '3 Butir', 'bahan': 'Bakso'}, {'grup': 'Bahan Utama', 'jumlah': '50 gr', 'bahan': 'Fillet Ayam'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Kecap Manis'}, {'grup': 'Bahan Utama', 'jumlah': '14 sdt', 'bahan': 'Lada Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Bumbu Kaldu'}, {'grup': 'Bahan Utama', 'jumlah': '3 sdm', 'bahan': 'Minyak Goreng'}]","['Siapkan bahan, cuci sayuran juga bumbu, iris duo bawang, cabai rawit, tomat, fillet, bakso dan daun bawang, potong kasar sayuran sosin dan kol, sisihkan', 'Rebus air, masukkan mie instan, masak 12 matang,tiriskan, sisihkan', 'Panaskan minyak, tumis bawang putih hingga harum, masukkan bawang merah, tumis hingga layu, masukkan ayam fillet, aduk hingga berubah warna dan matang', 'Sisihkan dipinggir lalu masukkan telur, orak arik, lalu aduk semua', 'Masukkan bakso, aduk aduk hingga aroma telur keluar, masukkan kol dan sosin, aduk hingga layu', 'Masukkan mie, masukkan bumbu mie instan, kecap, lada bubuk dan bumbu kaldu, aduk merata', 'Masukkan cabai dan tomat, aduk merata, masukkan seledri,aduk merata', 'Matikan api dan pindahkan ke piring, sajikan, yummy']",15 Menit,https://cookpad.com/id/resep/24741440-798-mie-goreng-jawa-pedas-dengan-mie-instan,"['mie', 'bawang', 'instan']"
Cookies Es krim ala kafe korea. Gampang dan murah by Irene,https://img-global.cpcdn.com/recipes/25b0ca7a287fc472/1280x1280sq70/cookies-es-krim-ala-kafe-korea-gampang-dan-murah-by-irene-foto-resep-utama.jpg,Fitria Retno Sari,15 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '150 gr', 'bahan': 'Margarin'}, {'grup': 'Bahan Utama', 'jumlah': '60 gr', 'bahan': 'Gula Pasir'}, {'grup': 'Bahan Utama', 'jumlah': '220 gr', 'bahan': 'Tepung Terigu'}, {'grup': 'Bahan Utama', 'jumlah': '1 Sachet', 'bahan': 'Bubuk Coklat'}]","['Blender margarin hingga halus sekali', 'Tambahkan gula pasir dan tepung terigu, mix hingga rata', 'Bagi adonan menjadi 2, dan beri masing warna yang berbeda saya warna coklat dan kuning (warna asli adonan)', 'Campur adonan, tapi jangan terlalu mix rata lalu cetak', 'Panggang kue, saya menggunakan airfryer suhu 160 selama 20 menit setelah itu, kuker siap untuk dinikmati']",60 Menit,https://cookpad.com/id/resep/24498765-cookies-es-krim-ala-kafe-korea-gampang-dan-murah-by-irene,"['adonan', 'warna', 'mix']"
Soto simpel murah dengan kepala ayam,https://img-global.cpcdn.com/recipes/0c0758e0ee399220/1280x1280sq70/soto-simpel-murah-dengan-kepala-ayam-foto-resep-utama.jpg,Fitria Retno Sari,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '4 Buah', 'bahan': 'Kepala Ayam'}, {'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Tomat'}, {'grup': 'Bahan Utama', 'jumlah': '2 Batang', 'bahan': 'Daun Bawang'}, {'grup': 'Bumbu Halus', 'jumlah': '5 Buah', 'bahan': 'Bawang Merah'}, {'grup': 'Bumbu Halus', 'jumlah': '2 Buah', 'bahan': 'Bawang Putih'}, {'grup': 'Bumbu Halus', 'jumlah': '2 Buah', 'bahan': 'Kemiri Utuh'}, {'grup': 'Bumbu Halus', 'jumlah': '3 Lembar', 'bahan': 'Daun Salam'}, {'grup': 'Bumbu Halus', 'jumlah': '2 Lembar', 'bahan': 'Daun Jeruk'}, {'grup': 'Bumbu Halus', 'jumlah': '2 Batang', 'bahan': 'Sere'}, {'grup': 'Bumbu Halus', 'jumlah': '1 Cm', 'bahan': 'Jahe'}, {'grup': 'Bumbu Halus', 'jumlah': '2 Cm', 'bahan': 'Kunir'}, {'grup': 'Bumbu Halus', 'jumlah': '2 Cm', 'bahan': 'Laos'}, {'grup': 'Bumbu Halus', 'jumlah': '2 gr', 'bahan': 'Ketumbar Bubuk'}, {'grup': 'Bumbu Halus', 'jumlah': '1 gr', 'bahan': 'Lada Putih Bubuk'}, {'grup': 'Bahan Pelengkap', 'jumlah': '1 Genggam', 'bahan': 'Kecambah Pendek'}, {'grup': 'Bahan Pelengkap', 'jumlah': '1 sdm', 'bahan': 'Bawang Goreng'}]","['Siapkan bumbu halus, bersihkan, goreng lalu haluskan hingga lembut', 'Ambil sedikit bumbu halus, rebus bersamaan dengan kepala ayam 5 menit', 'Goreng kepala ayam, saya menggunakan airfryer suhu 180 lama 30 menit', 'Tumis kembali bumbu halus yang sudah disiapkan tapi menumisnya dengan air bekas rebusan kepala ayam jika sudah harum, tambahkan air sebanyak 600 ml masukkan kepala ayam, irisan tomat dan daun bawang', 'Jika tomat sudah layu, tambahkan kecambah aduk dan koreksi rasa matikan api, lalu taburi bawang merah goreng sajikan']",45 Menit,https://cookpad.com/id/resep/24500602-soto-simpel-murah-dengan-kepala-ayam,"['kepala', 'ayam', 'tomat']"
Pizza rumah bahan murah,https://img-global.cpcdn.com/recipes/6c3efc61db52d3d3/1280x1280sq70/pizza-rumah-bahan-murah-foto-resep-utama.jpg,Aca sucuk,4 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '250 gr', 'bahan': 'Terigu Pro Sedang'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdm', 'bahan': 'Minyak Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '250 mL', 'bahan': 'Air Hangat (secukupnya)'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdt', 'bahan': 'Gula'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Fermipan'}, {'grup': 'Topping', 'jumlah': 'Secukupnya', 'bahan': 'Bawang Bombay'}, {'grup': 'Topping', 'jumlah': 'Secukupnya', 'bahan': 'Saos'}, {'grup': 'Topping', 'jumlah': 'Secukupnya', 'bahan': 'Sosis'}, {'grup': 'Topping', 'jumlah': 'Secukupnya', 'bahan': 'Keju'}]","['Campur fermipan,gula dengan 100ml air hingga berbusa (ragi aktif)', 'Campurkan terigu garam dan minyak goreng kemudian masukan ragi aktif aduk secukupnya sambil dimasukan sisa air hangat sedikit demi sedikit', 'Uleni hingga kalis, jangan terlalu lembek keras jika sudah kalis diamkan 1jam', 'Setelah 1jm adonan mengembang kempiskantata di teflon jangan lupa ditusuk2 dengan garpu agar matang merata', 'Olesi saos,bawang bombay, sosis dan keju, (me diatas toping diberi saos lagi) kemudian masak diatas api kecil 25mnt lebih hingga pizza matang (mengembang saat dpanggang)', 'Note (isian toping sesuai selera)']",90 Menit,https://cookpad.com/id/resep/23966849-pizza-rumah-bahan-murah,"['pizza', 'ragi', 'aktif']"
19. Corndog sederhana mudah murah,https://img-global.cpcdn.com/recipes/14b27ecd1ea4ddae/1280x1280sq70/19-corndog-sederhana-mudah-murah-foto-resep-utama.jpg,Lutfiapril_,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '12 sdm', 'bahan': 'Fermipan'}, {'grup': 'Bahan Utama', 'jumlah': '150200 mL', 'bahan': 'Air Hangat Kuku'}, {'grup': 'Bahan Utama', 'jumlah': '3 sdt', 'bahan': 'Gula Pasir'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Skm'}, {'grup': 'Bahan Utama', 'jumlah': '150 gr', 'bahan': 'Gandum'}, {'grup': 'Bahan Utama', 'jumlah': 'Sesuai Selera', 'bahan': 'Sosis Kimbo'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Tepung Panir'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Minyak Goreng'}]","['Pertama campur air hangat kuku, ragi fermipan, gula pasir di aduk sampai campur merata', 'Lalu tuangkan gandum, atau di pindah wadah yang lebih besar, karena biangnya akan mengembang 2x lipat', 'Diamkan sekitar 1jam, atau kalau sudah mengmbang 2x lipat bisa langsung di gunakan', 'Siapkan wajan berisi minyak goreng, panaskan terlebih dahulusosis yang sudah di balurkan ke biang, lalu celupakan ke tepung panir', 'Siap untuk di goreng bundaaa mudah bukanyukkk mariii recook']",60 Menit,https://cookpad.com/id/resep/23960987-19-corndog-sederhana-mudah-murah,"['mudah', '2x', 'lipat']"
